variable,value,Label
W15_Q21A3,Variable Label,Massnahme: Verbot von Veranstaltungen mit vielen Teilnehmer*innen
W15_Q21A3,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W15_Q21A3,2,2 = Massnahme sollte derzeit eher gelten
W15_Q21A3,3,3 = Massnahme sollte derzeit eher nicht gelten
W15_Q21A3,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W15_Q21A3,88,Weiss nicht
W15_Q21A3,99,keine Angabe
W15_Q21A4,Variable Label,Massnahme: Schliessung von Schwimmbaedern
W15_Q21A4,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W15_Q21A4,2,2 = Massnahme sollte derzeit eher gelten
W15_Q21A4,3,3 = Massnahme sollte derzeit eher nicht gelten
W15_Q21A4,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W15_Q21A4,88,Weiss nicht
W15_Q21A4,99,keine Angabe
W15_Q21A5,Variable Label,Massnahme: Schliessung von Spielplaetzen
W15_Q21A5,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W15_Q21A5,2,2 = Massnahme sollte derzeit eher gelten
W15_Q21A5,3,3 = Massnahme sollte derzeit eher nicht gelten
W15_Q21A5,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W15_Q21A5,88,Weiss nicht
W15_Q21A5,99,keine Angabe
W15_Q21A6,Variable Label,Massnahme: Schliessung von Volks- und hoeheren Schulen
W15_Q21A6,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W15_Q21A6,2,2 = Massnahme sollte derzeit eher gelten
W15_Q21A6,3,3 = Massnahme sollte derzeit eher nicht gelten
W15_Q21A6,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W15_Q21A6,88,Weiss nicht
W15_Q21A6,99,keine Angabe
W15_Q21A7,Variable Label,Massnahme: Schliessung von Kindergaerten und Kindertagesstaetten
W15_Q21A7,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W15_Q21A7,2,2 = Massnahme sollte derzeit eher gelten
W15_Q21A7,3,3 = Massnahme sollte derzeit eher nicht gelten
W15_Q21A7,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W15_Q21A7,88,Weiss nicht
W15_Q21A7,99,keine Angabe
W15_Q21A8,Variable Label,Massnahme: Besuchsverbot in Pflege- und Seniorenwohnheimen
W15_Q21A8,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W15_Q21A8,2,2 = Massnahme sollte derzeit eher gelten
W15_Q21A8,3,3 = Massnahme sollte derzeit eher nicht gelten
W15_Q21A8,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W15_Q21A8,88,Weiss nicht
W15_Q21A8,99,keine Angabe
W15_Q21A9,Variable Label,Massnahme: Schliessung aller Geschaefte abseits der Grundversorgung
W15_Q21A9,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W15_Q21A9,2,2 = Massnahme sollte derzeit eher gelten
W15_Q21A9,3,3 = Massnahme sollte derzeit eher nicht gelten
W15_Q21A9,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W15_Q21A9,88,Weiss nicht
W15_Q21A9,99,keine Angabe
W15_Q22A1,Variable Label,"Ansteckungsgefahr: Restaurants, Cafés und Bars"
W15_Q22A1,1,1 = sehr gross
W15_Q22A1,2,2 = gross
W15_Q22A1,3,3 = mittelmaessig
W15_Q22A1,4,4 = klein
W15_Q22A1,5,5 = sehr klein
W15_Q22A1,99,keine Angabe
W15_Q22A2,Variable Label,Ansteckungsgefahr: Oeffentliche Verkehrsmittel
W15_Q22A2,1,1 = sehr gross
W15_Q22A2,2,2 = gross
W15_Q22A2,3,3 = mittelmaessig
W15_Q22A2,4,4 = klein
W15_Q22A2,5,5 = sehr klein
W15_Q22A2,99,keine Angabe
W15_Q22A3,Variable Label,Ansteckungsgefahr: Ihrer Arbeitsstaette [wenn: erwerbstaetig]
W15_Q22A3,1,1 = sehr gross
W15_Q22A3,2,2 = gross
W15_Q22A3,3,3 = mittelmaessig
W15_Q22A3,4,4 = klein
W15_Q22A3,5,5 = sehr klein
W15_Q22A3,99,keine Angabe
W15_Q22A4,Variable Label,Ansteckungsgefahr: Schulen und Kindergaerten
W15_Q22A4,1,1 = sehr gross
W15_Q22A4,2,2 = gross
W15_Q22A4,3,3 = mittelmaessig
W15_Q22A4,4,4 = klein
W15_Q22A4,5,5 = sehr klein
W15_Q22A4,99,keine Angabe
W15_Q22A5,Variable Label,Ansteckungsgefahr: Oeffentliche Parks und Spielplaetze
W15_Q22A5,1,1 = sehr gross
W15_Q22A5,2,2 = gross
W15_Q22A5,3,3 = mittelmaessig
W15_Q22A5,4,4 = klein
W15_Q22A5,5,5 = sehr klein
W15_Q22A5,99,keine Angabe
W15_Q22A6,Variable Label,Ansteckungsgefahr: Arzt
W15_Q22A6,1,1 = sehr gross
W15_Q22A6,2,2 = gross
W15_Q22A6,3,3 = mittelmaessig
W15_Q22A6,4,4 = klein
W15_Q22A6,5,5 = sehr klein
W15_Q22A6,99,keine Angabe
W15_Q22A7,Variable Label,Ansteckungsgefahr: Wahllokal
W15_Q22A7,1,1 = sehr gross
W15_Q22A7,2,2 = gross
W15_Q22A7,3,3 = mittelmaessig
W15_Q22A7,4,4 = klein
W15_Q22A7,5,5 = sehr klein
W15_Q22A7,99,keine Angabe
W15_Q23,Variable Label,Gesundheitszustand
W15_Q23,1,1 = Sehr gut
W15_Q23,2,2 = Gut
W15_Q23,3,3 = Mittelmaessig
W15_Q23,4,4 = Schlecht
W15_Q23,5,5 = Sehr schlecht
W15_Q23,99,keine Angabe
W15_Q28A1,Variable Label,Corona bisher nicht positiv: Wahrscheinlichkeit an Corona zu erkranken
W15_Q29,Variable Label,Corona-Diagnose: Direkter persoenlicher Kontakt
W15_Q29,1,Ja
W15_Q29,2,"Nein, aber eine Person, mit der ich Kontakt hatte, vermutet eine Infektion"
W15_Q29,3,Nein
W15_Q29,99,keine Angabe
W15_Q30A1,Variable Label,Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken
W15_Q31A1,Variable Label,Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken (weitere Person)
W15_Q32A1,Variable Label,Auswirkungen: Vergesse Wochentag
W15_Q32A1,1,1 = Trifft voll und ganz zu
W15_Q32A1,2,2 = Trifft eher zu
W15_Q32A1,3,3 = Teils-teils
W15_Q32A1,4,4 = Trifft eher nicht zu
W15_Q32A1,5,5 = Trifft gar nicht zu
W15_Q32A1,88,Weiss nicht
W15_Q32A1,99,keine Angabe
W15_Q32A2,Variable Label,Auswirkungen: Fehlt Kontakt
W15_Q32A2,1,1 = Trifft voll und ganz zu
W15_Q32A2,2,2 = Trifft eher zu
W15_Q32A2,3,3 = Teils-teils
W15_Q32A2,4,4 = Trifft eher nicht zu
W15_Q32A2,5,5 = Trifft gar nicht zu
W15_Q32A2,88,Weiss nicht
W15_Q32A2,99,keine Angabe
W15_Q32A3,Variable Label,"Auswirkungen: Dinge tun, fuer die sonst keine Zeit"
W15_Q32A3,1,1 = Trifft voll und ganz zu
W15_Q32A3,2,2 = Trifft eher zu
W15_Q32A3,3,3 = Teils-teils
W15_Q32A3,4,4 = Trifft eher nicht zu
W15_Q32A3,5,5 = Trifft gar nicht zu
W15_Q32A3,88,Weiss nicht
W15_Q32A3,99,keine Angabe
W15_Q32A4,Variable Label,Auswirkungen: Konflikte in Beziehung/Familie
W15_Q32A4,1,1 = Trifft voll und ganz zu
W15_Q32A4,2,2 = Trifft eher zu
W15_Q32A4,3,3 = Teils-teils
W15_Q32A4,4,4 = Trifft eher nicht zu
W15_Q32A4,5,5 = Trifft gar nicht zu
W15_Q32A4,88,Weiss nicht
W15_Q32A4,99,keine Angabe
W15_Q33A1,Variable Label,Depressivitaet: ruhig und gelassen
W15_Q33A1,1,nie
W15_Q33A1,2,an manchen Tagen
W15_Q33A1,3,mehrmals die Woche
W15_Q33A1,4,beinahe jeden Tag
W15_Q33A1,5,taeglich
W15_Q33A1,88,Weiss nicht
W15_Q33A1,99,keine Angabe
W15_Q33A2,Variable Label,Depressivitaet: einsam
W15_Q33A2,1,nie
W15_Q33A2,2,an manchen Tagen
W15_Q33A2,3,mehrmals die Woche
W15_Q33A2,4,beinahe jeden Tag
W15_Q33A2,5,taeglich
W15_Q33A2,88,Weiss nicht
W15_Q33A2,99,keine Angabe
W15_Q33A3,Variable Label,Depressivitaet: aergerlich
W15_Q33A3,1,nie
W15_Q33A3,2,an manchen Tagen
W15_Q33A3,3,mehrmals die Woche
W15_Q33A3,4,beinahe jeden Tag
W15_Q33A3,5,taeglich
W15_Q33A3,88,Weiss nicht
W15_Q33A3,99,keine Angabe
W15_Q33A4,Variable Label,Depressivitaet: so niedergeschlagen
W15_Q33A4,1,nie
W15_Q33A4,2,an manchen Tagen
W15_Q33A4,3,mehrmals die Woche
W15_Q33A4,4,beinahe jeden Tag
W15_Q33A4,5,taeglich
W15_Q33A4,88,Weiss nicht
W15_Q33A4,99,keine Angabe
W15_Q33A5,Variable Label,Depressivitaet: gluecklich
W15_Q33A5,1,nie
W15_Q33A5,2,an manchen Tagen
W15_Q33A5,3,mehrmals die Woche
W15_Q33A5,4,beinahe jeden Tag
W15_Q33A5,5,taeglich
W15_Q33A5,88,Weiss nicht
W15_Q33A5,99,keine Angabe
W15_Q33A6,Variable Label,Depressivitaet: sehr nervoes
W15_Q33A6,1,nie
W15_Q33A6,2,an manchen Tagen
W15_Q33A6,3,mehrmals die Woche
W15_Q33A6,4,beinahe jeden Tag
W15_Q33A6,5,taeglich
W15_Q33A6,88,Weiss nicht
W15_Q33A6,99,keine Angabe
W15_Q33A7,Variable Label,Depressivitaet: aengstlich
W15_Q33A7,1,nie
W15_Q33A7,2,an manchen Tagen
W15_Q33A7,3,mehrmals die Woche
W15_Q33A7,4,beinahe jeden Tag
W15_Q33A7,5,taeglich
W15_Q33A7,88,Weiss nicht
W15_Q33A7,99,keine Angabe
W15_Q33A8,Variable Label,Depressivitaet: bedrueckt und traurig
W15_Q33A8,1,nie
W15_Q33A8,2,an manchen Tagen
W15_Q33A8,3,mehrmals die Woche
W15_Q33A8,4,beinahe jeden Tag
W15_Q33A8,5,taeglich
W15_Q33A8,88,Weiss nicht
W15_Q33A8,99,keine Angabe
W15_Q33A9,Variable Label,Depressivitaet: voller Energie
W15_Q33A9,1,nie
W15_Q33A9,2,an manchen Tagen
W15_Q33A9,3,mehrmals die Woche
W15_Q33A9,4,beinahe jeden Tag
W15_Q33A9,5,taeglich
W15_Q33A9,88,Weiss nicht
W15_Q33A9,99,keine Angabe
W15_Q34A1,Variable Label,Aussage: Kinderbetreuung stellt Problem dar
W15_Q34A1,1,1 = Trifft voll und ganz zu
W15_Q34A1,2,2 = Trifft eher zu
W15_Q34A1,3,3 = Teils-teils
W15_Q34A1,4,4 = Trifft eher nicht zu
W15_Q34A1,5,5 = Trifft gar nicht zu
W15_Q34A1,88,Weiss nicht
W15_Q34A1,99,keine Angabe
W15_Q34A2,Variable Label,"Aussage: Weiss nicht, wie ich Kinderbetreuung bei Krankheit sicherstellen kann."
W15_Q34A2,1,1 = Trifft voll und ganz zu
W15_Q34A2,2,2 = Trifft eher zu
W15_Q34A2,3,3 = Teils-teils
W15_Q34A2,4,4 = Trifft eher nicht zu
W15_Q34A2,5,5 = Trifft gar nicht zu
W15_Q34A2,88,Weiss nicht
W15_Q34A2,99,keine Angabe
W15_Q35A1,Variable Label,Kindergarten-/Schulbetrieb: Schwierigkeiten sehe ich gelassen entgegen
W15_Q35A1,1,1 = Trifft voll und ganz zu
W15_Q35A1,2,2 = Trifft eher zu
W15_Q35A1,3,3 = Teils-teils
W15_Q35A1,4,4 = Trifft eher nicht zu
W15_Q35A1,5,5 = Trifft gar nicht zu
W15_Q35A1,88,Weiss nicht
W15_Q35A1,99,keine Angabe
W15_Q35A2,Variable Label,"Kindergarten-/Schulbetrieb: Was auch immer passiert, ich werde damit klarkommen"
W15_Q35A2,1,1 = Trifft voll und ganz zu
W15_Q35A2,2,2 = Trifft eher zu
W15_Q35A2,3,3 = Teils-teils
W15_Q35A2,4,4 = Trifft eher nicht zu
W15_Q35A2,5,5 = Trifft gar nicht zu
W15_Q35A2,88,Weiss nicht
W15_Q35A2,99,keine Angabe
W15_Q35A3,Variable Label,Kindergarten-/Schulbetrieb: Fuer jedes Problem werde ich eine Loesung finden
W15_Q35A3,1,1 = Trifft voll und ganz zu
W15_Q35A3,2,2 = Trifft eher zu
W15_Q35A3,3,3 = Teils-teils
W15_Q35A3,4,4 = Trifft eher nicht zu
W15_Q35A3,5,5 = Trifft gar nicht zu
W15_Q35A3,88,Weiss nicht
W15_Q35A3,99,keine Angabe
W15_Q36A1,Variable Label,Zuhause verlassen: Arbeit
W15_Q36A1,1,nie
W15_Q36A1,2,an manchen Tagen
W15_Q36A1,3,mehrmals die Woche
W15_Q36A1,4,beinahe jeden Tag
W15_Q36A1,5,taeglich
W15_Q36A1,88,Weiss nicht
W15_Q36A1,99,keine Angabe
W15_Q36A2,Variable Label,Zuhause verlassen: Sport
W15_Q36A2,1,nie
W15_Q36A2,2,an manchen Tagen
W15_Q36A2,3,mehrmals die Woche
W15_Q36A2,4,beinahe jeden Tag
W15_Q36A2,5,taeglich
W15_Q36A2,88,Weiss nicht
W15_Q36A2,99,keine Angabe
W15_Q36A3,Variable Label,Zuhause verlassen: Freunde oder Verwandte treffen
W15_Q36A3,1,nie
W15_Q36A3,2,an manchen Tagen
W15_Q36A3,3,mehrmals die Woche
W15_Q36A3,4,beinahe jeden Tag
W15_Q36A3,5,taeglich
W15_Q36A3,88,Weiss nicht
W15_Q36A3,99,keine Angabe
W15_Q36A4,Variable Label,"Zuhause verlassen: Medikamente, medizinische Versorgung, Pflege, Hilfe"
W15_Q36A4,1,nie
W15_Q36A4,2,an manchen Tagen
W15_Q36A4,3,mehrmals die Woche
W15_Q36A4,4,beinahe jeden Tag
W15_Q36A4,5,taeglich
W15_Q36A4,88,Weiss nicht
W15_Q36A4,99,keine Angabe
W15_Q36A5,Variable Label,Zuhause verlassen: Essen einkaufen
W15_Q36A5,1,nie
W15_Q36A5,2,an manchen Tagen
W15_Q36A5,3,mehrmals die Woche
W15_Q36A5,4,beinahe jeden Tag
W15_Q36A5,5,taeglich
W15_Q36A5,88,Weiss nicht
W15_Q36A5,99,keine Angabe
W15_Q36A6,Variable Label,Zuhause verlassen: Haustier ausfuehren
W15_Q36A6,1,nie
W15_Q36A6,2,an manchen Tagen
W15_Q36A6,3,mehrmals die Woche
W15_Q36A6,4,beinahe jeden Tag
W15_Q36A6,5,taeglich
W15_Q36A6,88,Weiss nicht
W15_Q36A6,99,keine Angabe
W15_Q36A7,Variable Label,Zuhause verlassen: Langeweile im Haus/um Freiheit zu geniessen
W15_Q36A7,1,nie
W15_Q36A7,2,an manchen Tagen
W15_Q36A7,3,mehrmals die Woche
W15_Q36A7,4,beinahe jeden Tag
W15_Q36A7,5,taeglich
W15_Q36A7,88,Weiss nicht
W15_Q36A7,99,keine Angabe
W15_Q36A8,Variable Label,Zuhause verlassen: Sonstige Besorgungen
W15_Q36A8,1,nie
W15_Q36A8,2,an manchen Tagen
W15_Q36A8,3,mehrmals die Woche
W15_Q36A8,4,beinahe jeden Tag
W15_Q36A8,5,taeglich
W15_Q36A8,88,Weiss nicht
W15_Q36A8,99,keine Angabe
W15_Q36A9,Variable Label,Zuhause verlassen: Andere Gruende
W15_Q36A9,1,nie
W15_Q36A9,2,an manchen Tagen
W15_Q36A9,3,mehrmals die Woche
W15_Q36A9,4,beinahe jeden Tag
W15_Q36A9,5,taeglich
W15_Q36A9,88,Weiss nicht
W15_Q36A9,99,keine Angabe
W15_Q37,Variable Label,Politikinteresse
W15_Q37,1,1 = sehr interessiert
W15_Q37,2,2 = ziemlich interessiert
W15_Q37,3,3 = wenig interessiert
W15_Q37,4,4 = gar nicht interessiert
W15_Q37,88,Weiss nicht
W15_Q37,99,keine Angabe
W15_Q38A1,Variable Label,Vertrauen: ORF
W15_Q38A1,0,0 = Ueberhaupt kein Vertrauen
W15_Q38A1,1,1
W15_Q38A1,2,2
W15_Q38A1,3,3
W15_Q38A1,4,4
W15_Q38A1,5,5
W15_Q38A1,6,6
W15_Q38A1,7,7
W15_Q38A1,8,8
W15_Q38A1,9,9
W15_Q38A1,10,10 = Sehr viel Vertrauen
W15_Q38A1,88,Weiss nicht
W15_Q38A1,99,keine Angabe
W15_Q38A2,Variable Label,Vertrauen: Polizei
W15_Q38A2,0,0 = Ueberhaupt kein Vertrauen
W15_Q38A2,1,1
W15_Q38A2,2,2
W15_Q38A2,3,3
W15_Q38A2,4,4
W15_Q38A2,5,5
W15_Q38A2,6,6
W15_Q38A2,7,7
W15_Q38A2,8,8
W15_Q38A2,9,9
W15_Q38A2,10,10 = Sehr viel Vertrauen
W15_Q38A2,88,Weiss nicht
W15_Q38A2,99,keine Angabe
W15_Q38A3,Variable Label,Vertrauen: Parlament
W15_Q38A3,0,0 = Ueberhaupt kein Vertrauen
W15_Q38A3,1,1
W15_Q38A3,2,2
W15_Q38A3,3,3
W15_Q38A3,4,4
W15_Q38A3,5,5
W15_Q38A3,6,6
W15_Q38A3,7,7
W15_Q38A3,8,8
W15_Q38A3,9,9
W15_Q38A3,10,10 = Sehr viel Vertrauen
W15_Q38A3,88,Weiss nicht
W15_Q38A3,99,keine Angabe
W15_Q38A4,Variable Label,Vertrauen: Gesundheitswesen
W15_Q38A4,0,0 = Ueberhaupt kein Vertrauen
W15_Q38A4,1,1
W15_Q38A4,2,2
W15_Q38A4,3,3
W15_Q38A4,4,4
W15_Q38A4,5,5
W15_Q38A4,6,6
W15_Q38A4,7,7
W15_Q38A4,8,8
W15_Q38A4,9,9
W15_Q38A4,10,10 = Sehr viel Vertrauen
W15_Q38A4,88,Weiss nicht
W15_Q38A4,99,keine Angabe
W15_Q38A5,Variable Label,Vertrauen: Bundesregierung
W15_Q38A5,0,0 = Ueberhaupt kein Vertrauen
W15_Q38A5,1,1
W15_Q38A5,2,2
W15_Q38A5,3,3
W15_Q38A5,4,4
W15_Q38A5,5,5
W15_Q38A5,6,6
W15_Q38A5,7,7
W15_Q38A5,8,8
W15_Q38A5,9,9
W15_Q38A5,10,10 = Sehr viel Vertrauen
W15_Q38A5,88,Weiss nicht
W15_Q38A5,99,keine Angabe
W15_Q38A6,Variable Label,Vertrauen: Bundesheer
W15_Q38A6,0,0 = Ueberhaupt kein Vertrauen
W15_Q38A6,1,1
W15_Q38A6,2,2
W15_Q38A6,3,3
W15_Q38A6,4,4
W15_Q38A6,5,5
W15_Q38A6,6,6
W15_Q38A6,7,7
W15_Q38A6,8,8
W15_Q38A6,9,9
W15_Q38A6,10,10 = Sehr viel Vertrauen
W15_Q38A6,88,Weiss nicht
W15_Q38A6,99,keine Angabe
W15_Q38A7,Variable Label,Vertrauen: Wissenschaft und Forschung
W15_Q38A7,0,0 = Ueberhaupt kein Vertrauen
W15_Q38A7,1,1
W15_Q38A7,2,2
W15_Q38A7,3,3
W15_Q38A7,4,4
W15_Q38A7,5,5
W15_Q38A7,6,6
W15_Q38A7,7,7
W15_Q38A7,8,8
W15_Q38A7,9,9
W15_Q38A7,10,10 = Sehr viel Vertrauen
W15_Q38A7,88,Weiss nicht
W15_Q38A7,99,keine Angabe
W15_Q38A8,Variable Label,Vertrauen: Landesregierung
W15_Q38A8,0,0 = Ueberhaupt kein Vertrauen
W15_Q38A8,1,1
W15_Q38A8,2,2
W15_Q38A8,3,3
W15_Q38A8,4,4
W15_Q38A8,5,5
W15_Q38A8,6,6
W15_Q38A8,7,7
W15_Q38A8,8,8
W15_Q38A8,9,9
W15_Q38A8,10,10 = Sehr viel Vertrauen
W15_Q38A8,88,Weiss nicht
W15_Q38A8,99,keine Angabe
W15_Q39,Variable Label,Demokratiezufriedenheit: Oesterreich
W15_Q39,1,1 = Sehr zufrieden
W15_Q39,2,2 = Eher zufrieden
W15_Q39,3,3 = Teils-teils
W15_Q39,4,4 = Eher unzufrieden
W15_Q39,5,5 = Sehr unzufrieden
W15_Q39,88,Weiss nicht
W15_Q39,99,keine Angabe
W15_Q40A1,Variable Label,Populismus: politische Kompromisse heisst verkaufen von Prinzipien
W15_Q40A1,1,1 = Trifft voll und ganz zu
W15_Q40A1,2,2 = Trifft eher zu
W15_Q40A1,3,3 = Teils-teils
W15_Q40A1,4,4 = Trifft eher nicht zu
W15_Q40A1,5,5 = Trifft gar nicht zu
W15_Q40A1,88,Weiss nicht
W15_Q40A1,99,keine Angabe
W15_Q40A2,Variable Label,Populismus: Politiker kuemmern sich nur um Interessen der Reichen und Maechtigen
W15_Q40A2,1,1 = Trifft voll und ganz zu
W15_Q40A2,2,2 = Trifft eher zu
W15_Q40A2,3,3 = Teils-teils
W15_Q40A2,4,4 = Trifft eher nicht zu
W15_Q40A2,5,5 = Trifft gar nicht zu
W15_Q40A2,88,Weiss nicht
W15_Q40A2,99,keine Angabe
W15_Q40A3,Variable Label,Populismus: Die meisten Politiker sind vertrauenswuerdig
W15_Q40A3,1,1 = Trifft voll und ganz zu
W15_Q40A3,2,2 = Trifft eher zu
W15_Q40A3,3,3 = Teils-teils
W15_Q40A3,4,4 = Trifft eher nicht zu
W15_Q40A3,5,5 = Trifft gar nicht zu
W15_Q40A3,88,Weiss nicht
W15_Q40A3,99,keine Angabe
W15_Q40A4,Variable Label,Populismus: Parteien sind das Hauptproblem in Oesterreich
W15_Q40A4,1,1 = Trifft voll und ganz zu
W15_Q40A4,2,2 = Trifft eher zu
W15_Q40A4,3,3 = Teils-teils
W15_Q40A4,4,4 = Trifft eher nicht zu
W15_Q40A4,5,5 = Trifft gar nicht zu
W15_Q40A4,88,Weiss nicht
W15_Q40A4,99,keine Angabe
W15_Q40A5,Variable Label,"Populismus: Volk, nicht Politiker, soll entscheiden"
W15_Q40A5,1,1 = Trifft voll und ganz zu
W15_Q40A5,2,2 = Trifft eher zu
W15_Q40A5,3,3 = Teils-teils
W15_Q40A5,4,4 = Trifft eher nicht zu
W15_Q40A5,5,5 = Trifft gar nicht zu
W15_Q40A5,88,Weiss nicht
W15_Q40A5,99,keine Angabe
W15_Q40A6,Variable Label,Populismus: lieber einen Buerger als Abgeordneten als ein Parteimitglied
W15_Q40A6,1,1 = Trifft voll und ganz zu
W15_Q40A6,2,2 = Trifft eher zu
W15_Q40A6,3,3 = Teils-teils
W15_Q40A6,4,4 = Trifft eher nicht zu
W15_Q40A6,5,5 = Trifft gar nicht zu
W15_Q40A6,88,Weiss nicht
W15_Q40A6,99,keine Angabe
W15_Q41A1,Variable Label,Aussage: Akzeptabel hoehere Steuern zu zahlen
W15_Q41A1,1,1 = Trifft voll und ganz zu
W15_Q41A1,2,2 = Trifft eher zu
W15_Q41A1,3,3 = Teils-teils
W15_Q41A1,4,4 = Trifft eher nicht zu
W15_Q41A1,5,5 = Trifft gar nicht zu
W15_Q41A1,88,Weiss nicht
W15_Q41A1,99,keine Angabe
W15_Q41A2,Variable Label,Aussage: Lebensweise aendern
W15_Q41A2,1,1 = Trifft voll und ganz zu
W15_Q41A2,2,2 = Trifft eher zu
W15_Q41A2,3,3 = Teils-teils
W15_Q41A2,4,4 = Trifft eher nicht zu
W15_Q41A2,5,5 = Trifft gar nicht zu
W15_Q41A2,88,Weiss nicht
W15_Q41A2,99,keine Angabe
W15_Q41A3,Variable Label,Aussage: Wichtigeres als Corona im Leben
W15_Q41A3,1,1 = Trifft voll und ganz zu
W15_Q41A3,2,2 = Trifft eher zu
W15_Q41A3,3,3 = Teils-teils
W15_Q41A3,4,4 = Trifft eher nicht zu
W15_Q41A3,5,5 = Trifft gar nicht zu
W15_Q41A3,88,Weiss nicht
W15_Q41A3,99,keine Angabe
W15_Q41A4,Variable Label,Aussage: Behauptungen ueber Corona uebertrieben
W15_Q41A4,1,1 = Trifft voll und ganz zu
W15_Q41A4,2,2 = Trifft eher zu
W15_Q41A4,3,3 = Teils-teils
W15_Q41A4,4,4 = Trifft eher nicht zu
W15_Q41A4,5,5 = Trifft gar nicht zu
W15_Q41A4,88,Weiss nicht
W15_Q41A4,99,keine Angabe
W15_Q41A5,Variable Label,Aussage: Solange andere Verhalten nicht aendern keine Verhaltensaenderung
W15_Q41A5,1,1 = Trifft voll und ganz zu
W15_Q41A5,2,2 = Trifft eher zu
W15_Q41A5,3,3 = Teils-teils
W15_Q41A5,4,4 = Trifft eher nicht zu
W15_Q41A5,5,5 = Trifft gar nicht zu
W15_Q41A5,88,Weiss nicht
W15_Q41A5,99,keine Angabe
W15_Q41A6,Variable Label,Aussage: Massnahmen zur Eindaemmung des Coronavirus waren Fehler
W15_Q41A6,1,1 = Trifft voll und ganz zu
W15_Q41A6,2,2 = Trifft eher zu
W15_Q41A6,3,3 = Teils-teils
W15_Q41A6,4,4 = Trifft eher nicht zu
W15_Q41A6,5,5 = Trifft gar nicht zu
W15_Q41A6,88,Weiss nicht
W15_Q41A6,99,keine Angabe
W15_Q41A7,Variable Label,Aussage: Regierung uebertreibt hinsichtlich gesundheitlicher Gefahr
W15_Q41A7,1,1 = Trifft voll und ganz zu
W15_Q41A7,2,2 = Trifft eher zu
W15_Q41A7,3,3 = Teils-teils
W15_Q41A7,4,4 = Trifft eher nicht zu
W15_Q41A7,5,5 = Trifft gar nicht zu
W15_Q41A7,88,Weiss nicht
W15_Q41A7,99,keine Angabe
W15_Q41A8,Variable Label,Aussage: Das Coronavirus ist gefaehrlicher als eine normale Grippe
W15_Q41A8,1,1 = Trifft voll und ganz zu
W15_Q41A8,2,2 = Trifft eher zu
W15_Q41A8,3,3 = Teils-teils
W15_Q41A8,4,4 = Trifft eher nicht zu
W15_Q41A8,5,5 = Trifft gar nicht zu
W15_Q41A8,88,Weiss nicht
W15_Q41A8,99,keine Angabe
W15_Q42,Variable Label,Zufriedenheit Bundesregierung: Bilanz
W15_Q42,1,1 = Sehr zufrieden
W15_Q42,2,2 = Eher zufrieden
W15_Q42,3,3 = Teils-teils
W15_Q42,4,4 = Eher unzufrieden
W15_Q42,5,5 = Sehr unzufrieden
W15_Q42,88,Weiss nicht
W15_Q42,99,keine Angabe
W15_Q43A1,Variable Label,Kompetenz Regierungsfuehrung: OEVP
W15_Q43A1,0,0 = ueberhaupt nicht kompetent
W15_Q43A1,1,1
W15_Q43A1,2,2
W15_Q43A1,3,3
W15_Q43A1,4,4
W15_Q43A1,5,5
W15_Q43A1,6,6
W15_Q43A1,7,7
W15_Q43A1,8,8
W15_Q43A1,9,9
W15_Q43A1,10,10 = sehr kompetent
W15_Q43A2,Variable Label,Kompetenz Regierungsfuehrung: Gruenen
W15_Q43A2,0,0 = ueberhaupt nicht kompetent
W15_Q43A2,1,1
W15_Q43A2,2,2
W15_Q43A2,3,3
W15_Q43A2,4,4
W15_Q43A2,5,5
W15_Q43A2,6,6
W15_Q43A2,7,7
W15_Q43A2,8,8
W15_Q43A2,9,9
W15_Q43A2,10,10 = sehr kompetent
W15_Q44A1,Variable Label,Tradeoff Preis-Herkunft: Lebensmittel
W15_Q44A1,0,0 = Produkte aus anderen Laendern zu niedrigeren Preisen
W15_Q44A1,1,1
W15_Q44A1,2,2
W15_Q44A1,3,3
W15_Q44A1,4,4
W15_Q44A1,5,5
W15_Q44A1,6,6
W15_Q44A1,7,7
W15_Q44A1,8,8
W15_Q44A1,9,9
W15_Q44A1,10,10 = Produkte aus Oesterreich zu hoeheren Preisen
W15_Q44A1,88,Weiss nicht
W15_Q44A2,Variable Label,Tradeoff Preis-Herkunft: Medikamente/Medizinische Produkte
W15_Q44A2,0,0 = Produkte aus anderen Laendern zu niedrigeren Preisen
W15_Q44A2,1,1
W15_Q44A2,2,2
W15_Q44A2,3,3
W15_Q44A2,4,4
W15_Q44A2,5,5
W15_Q44A2,6,6
